id,title,description,project_url,doi,language,upload_date,download_date,repository_folder,project_folder,download_method,query_string,repository_name,repository_url
185,Data from: The neural basis of risky choice with affective outcomes,"Both normative and many descriptive theories of decision making under risk are based on the notion that outcomes are weighted by their probability, with subsequent maximization of the (subjective) expected outcome. Numerous investigations from psychology, economics, and neuroscience have produced evidence consistent with this notion. However, this research has typically investigated choices involving relatively affect-poor, monetary outcomes. We compared choice in relatively affect-poor, monetary lottery problems with choice in relatively affect-rich medical decision problems. Computational modeling of behavioral data and model-based neuroimaging analyses provide converging evidence for substantial differences in the respective decision mechanisms. Relative to affect-poor choices, affect-rich choices yielded a more strongly curved probability weighting function of cumulative prospect theory, thus signaling that the psychological impact of probabilities is strongly diminished for affect-rich outcomes. Examining task-dependent brain activation, we identified a region-by-condition interaction indicating qualitative differences of activation between affect-rich and affect-poor choices. Moreover, brain activation in regions that were more active during affect-poor choices (e.g., the supramarginal gyrus) correlated with individual trial-by-trial decision weights, indicating that these regions reflect processing of probabilities. Formal reverse inference Neurosynth meta-analyses suggested that whereas affect-poor choices seem to be based on brain mechanisms for calculative processes, affect-rich choices are driven by the representation of outcomes’ emotional value and autobiographical memories associated with them. These results provide evidence that the traditional notion of expectation maximization may not apply in the context of outcomes laden with affective responses, and that understanding the brain mechanisms of decision making requires the domain of the decision to ",https://datadryad.org/dataset/doi:10.5061/dryad.64732,https://doi.org/doi:10.5061/dryad.64732,en,2016-03-19,2026-03-23T19:56:40.408983+00:00,dryad,19295,API-CALL,qualitative research,dryad,https://datadryad.org
186,Data from: Evolutionary dynamics of interlinked public goods traits: an experimental study of siderophore production in Pseudomonas aeruginosa,"Public goods cooperation is common in microbes, and there is much interest in understanding how such traits evolve. Research in recent years has identified several important factors that shape the evolutionary dynamics of such systems, yet few studies have investigated scenarios involving interactions between multiple public goods. Here we offer general predictions about the evolutionary trajectories of two public goods traits having positive, negative or neutral regulatory influence on one another's expression, and we report on a test of some of our predictions in the context of Pseudomonas aeruginosa's production of two interlinked iron-scavenging siderophores. First, we confirmed that both pyoverdine and pyochelin siderophores do operate as public goods under appropriate environmental conditions. We then tracked their production in lines experimentally evolved under different iron-limitation regimes known to favour different siderophore expression profiles. Under strong iron limitation, where pyoverdine represses pyochelin, we saw a decline in pyoverdine and a concomitant increase in pyochelin – consistent with expansion of pyoverdine-defective cheats derepressed for pyochelin. Under moderate iron limitation, pyochelin declined – again consistent with an expected cheat invasion scenario – but there was no concomitant shift in pyoverdine because cross-suppression between the traits is unidirectional only. Alternating exposure to strong and moderate iron-limitation caused qualitatively similar though lesser shifts compared to the constant-environment regimes. Our results confirm that the regulatory inter-connections between public goods traits can significantly modulate the course of evolution, yet also suggest how we can start to predict the impacts such complexities will have on phenotypic divergence and community stability.",https://datadryad.org/dataset/doi:10.5061/dryad.7d3s9,https://doi.org/doi:10.5061/dryad.7d3s9,en,2014-11-24,2026-03-23T19:56:41.645239+00:00,dryad,4973,API-CALL,qualitative research,dryad,https://datadryad.org
187,Data from: Shaping medicinal product information – a before and after study exploring physicians’ perspectives on the summary of product characteristics,"Objective: To establish, in the context of the revised European Pharmacovigilance Directive and based on physicians´ perspectives, how Summaries of Product Characteristics (SmPCs) could be more user-friendly and better support physicians´ interactions with patients, thereby improving patients'own understanding of their medicines. Design: Qualitative focus group discussions (step 1), development of an alternative SmPC (step 2) and an online quantitative survey (step 3) comparing the alternative SmPC to the currently approved version. Setting: Office-based physicians (n=218) from all federal states of Germany. Participants: 218 German physicians participated, with an equal representation of office-based general practitioners and specialists. For step 1 (n=18), physicians were recruited who frequently consulted SmPCs. Outcome measures: Physicians confirmed the importance of SmPCs as a comprehensive source of medicinal product information, but were moderately satisfied with the current SmPCs, utilised it infrequently and were more likely to engage additional sources of information. The alternative SmPC was consistently preferred. It differed in the way information for particular patient groups was presented, included additional sections (synopsis, checklist for patient information) and used a tabular format. Physicians indicated that SmPCs should be available with search and hyperlink functions, as well as be automatically updated and integrated in available practice software or similar solutions. Conclusions: This research contributes to the development of an official, reliable medicinal product information system meeting the needs of a modern information society while providing the reliability of an officially authorised source. In the context of health literacy, SmPCs should be established as the primary information source for health care professionals to ensure compliant and safe utilisation of medicinal products.",https://datadryad.org/dataset/doi:10.5061/dryad.jh667,https://doi.org/doi:10.5061/dryad.jh667,en,2013-08-21,2026-03-23T19:56:44.190896+00:00,dryad,42716,API-CALL,qualitative research,dryad,https://datadryad.org
188,Context-dependent effects of relative temperature extremes on bill morphology in a songbird,"<p><span>Species increasingly face environmental extremes. While responses of morphological traits to changes in average environmental conditions are well-documented, responses to environmental extremes remain poorly understood. Bird bills contribute to thermoregulation, with considerable heat loss possible through the bill surface, and with bill morphology shaped by long-term thermal conditions. We used museum specimens to investigate the relationship of bill surface area (SA) in dark-eyed juncos <i>Junco hyemalis</i> to traditional measures of climate (temperature and precipitation) and to a novel measure of short-term relative temperature extremity, which quantifies the degree to which temperature maxima or minima have diverged from the recent five-year norm. We found that bill SA exhibits different patterns of association with relative extremity depending on the overall temperature regime and on precipitation. While thermoregulatory function predicts larger bill SA at higher relative temperature extremities, we found this to be the case only when the measure of temperature extremity existed in an environmental context that opposed it: relative minimum temperature in a warm climate, or relative maximum temperature in a cool climate. When, instead, environmental context amplified the relative temperature extremity, we found a negative relationship between bill SA and relative temperature extremity. We also found that the strength of associations between bill SA and relative temperature extremity increased as precipitation increased. Our results suggest that trait responses to environmental variation may qualitatively differ depending on the overall environmental context, and that environmental change that extremifies already-extreme environments should be of particular concern. Extreme-on-extreme environmental change may produce responses that cannot be predicted from observations in less extreme contexts, which should make it a priority for research on species' r",https://datadryad.org/dataset/doi:10.5061/dryad.8gtht76jh,https://doi.org/doi:10.5061/dryad.8gtht76jh,en,2020-04-07,2026-03-23T19:56:51.529669+00:00,dryad,33496,API-CALL,qualitative research,dryad,https://datadryad.org
189,Data from: the two faces of secondary contact on islands: introgressive hybridization between endemics and reproductive interference between endemics and introduced species,"<p>Aim: Hybridization is thought to have played an important role in shaping the evolutionary history of diverse island taxa. Here, we propose an ecological and evolutionary framework for understanding the causes and consequences of heterospecific mating on islands – with and without introgressive hybridization. We use this framework to support our main contention that cases of secondary contact among endemic species should commonly result in introgressive hybridization whereas cases of contact between endemic and introduced species should commonly result in reproductive interference – resulting in two qualitatively different faces of secondary contact on islands.</p>
<p>Location: Canary Islands, Galapagos, New Zealand, Caribbean, and Hawaii.</p>
<p>Taxa: 705 vertebrate, invertebrate, and plant species spanning 167 genera and 99 families.</p>
<p>Methods: Using a quantitative analysis of empirical research on secondary contact on islands, we weigh evidence for the drivers of secondary contact and heterospecific mating on islands. In particular, we compare cases of secondary contact between endemic species versus secondary contact between endemic and introduced species.</p>
<p>Results: We find that three main drivers of secondary contact and heterospecific mating on islands most frequently reported in the literature are disturbance, long-distance (e.g. inter-island) dispersal, and compromised assortative mating. We find support for the hypothesis that introgression is a more common outcome between endemic species while reproductive interference is a more common outcome between endemic and introduced species.</p>
<p>Main conclusions: We conclude that there are biological reasons to predict secondary contact and heterospecific mating to be common on islands for all taxa, but that the consequence of secondary contact is categorically different for contact between endemic species and contact between endemic and introduced species. We conclude that the former likely explai",https://datadryad.org/dataset/doi:10.5061/dryad.d7wm37q69,https://doi.org/doi:10.5061/dryad.d7wm37q69,en,2023-12-14,2026-03-23T19:56:55.005692+00:00,dryad,113545,API-CALL,qualitative research,dryad,https://datadryad.org
190,The supply is there. So why can't pregnant and breastfeeding women in rural India get the COVID-19 vaccine? ,"<p>Despite COVID-19 vaccines being available to pregnant women in India since summer 2021, little is known about vaccine uptake among this high-need population. We conducted mixed methods research with pregnant and recently delivered rural women in northern India, consisting of 300 phone surveys and 15 in-depth interviews, in November 2021. Only about a third of respondents were vaccinated, however, about half of unvaccinated respondents reported that they would get vaccinated now if they could. Fears of harm to the unborn baby or young infant were common (22% of unvaccinated women). However, among unvaccinated women who wanted to get vaccinated, the most common barrier reported was that their healthcare provider refused to provide them with the vaccine. Gender barriers and social norms also played a role, with family members restricting women’s access. Trust in the health system was high, however, women were most often getting information about COVID-19 vaccines from sources that they did not trust, and they knew they were getting potentially poor-quality information.  Qualitative data shed light on the barriers women faced from their family and healthcare providers but described how as more people got the vaccine, that norms were changing. These findings highlight how pregnant women in India have lower vaccination rates than the general population, and while vaccine hesitancy does play a role, structural barriers from the healthcare system also limit access to vaccines. Interventions must be developed that target household decision-makers and health providers at the community level, and that take advantage of the trust that rural women already have in their healthcare providers and the government. It is essential to think beyond vaccine hesitancy and think at the system level when addressing this missed opportunity to vaccinate high-risk pregnant women in this setting. </p>",https://datadryad.org/dataset/doi:10.7272/Q6XD0ZX8,https://doi.org/doi:10.7272/Q6XD0ZX8,en,2022-12-02,2026-03-23T19:57:03.027402+00:00,dryad,99735,API-CALL,qualitative research,dryad,https://datadryad.org
191,Use of intrapartum evidence-based practices in childbirth after participating in the Senses of Birth intervention among Brazilian women,"<p>Brazil has a cesarean rate of 56% and low use of Intrapartum Evidence-based Practices (IEBP) of 3.4%, reflecting a medically centered and highly interventionist maternal health care model. The Senses of Birth (SoB) is a health education intervention created to promote normal birth, use of EBP, and reduce unnecessary c-sections. This study aimed to understand the use of intrapartum EBP by Brazilian women who participated in the SoB intervention.<b> </b>555 women answered the questionnaire between 2015 and 2016. Bivariate analysis and ANOVA test were used to identify if social-demographic factors, childbirth information, and perceived knowledge were associated with the use of EBP. A qualitative analysis was performed to explore women's experiences. Research participants used the following EBP: birth plan (55.2%), companionship during childbirth (81.6%), midwife care (54.2%), freedom of mobility during labor (57.7%), choice of position during delivery (57.2%), and non-pharmacological pain relief methods (74.2%). Doula support was low (26.9%). Being a black woman was associated with not using a birth plan or having doula support. Women who gave birth in private hospitals were more likely not to use the EBP. Barriers to the use of EBP identified by women were an absence of individualized care, non-respect for their choices or provision of EBP by health care providers, inadequate structure and ambiance in hospitals to use EBP, and rigid protocols not centered on women’s needs. The SoB intervention was identified as a potential facilitator. Women who used EBP described a sense of control over their bodies and self-efficacy to advocate for their chosen practices. Women saw the strategies to overcome barriers as a path to become their childbirth protagonist. Health education is essential to increase the use of EBP; however, it should be implemented combined with changes in the maternal care system, promoting woman-centered and evidence-based models.</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.r7sqv9sb8,https://doi.org/doi:10.5061/dryad.r7sqv9sb8,en,2021-07-12,2026-03-23T19:57:06.523341+00:00,dryad,60658,API-CALL,qualitative research,dryad,https://datadryad.org
192,Striated myocyte structural integrity: automated analysis of sarcomeric z-discs,"<p>As sarcomeres produce the force necessary for contraction, assessment of sarcomere order is paramount in evaluation of cardiac and skeletal myocytes. The uniaxial force produced by sarcomeres is ideally perpendicular to their z-lines, which couple parallel myofibrils and give cardiac and skeletal myocytes their distinct striated appearance. Accordingly, sarcomere structure is often evaluated by staining for z-line proteins such as alpha-actinin. However, due to limitations of current analysis methods, which require manual or semi-manual handling of images, the mechanism by which sarcomere and by extension z-line architecture can impact contraction and which characteristics of z-line architecture should be used to assess striated myocytes has not been fully explored. Challenges such as isolating z-lines from regions of off-target staining that occur along immature stress fibers and cell boundaries and choosing metrics to summarize overall z-line architecture have gone largely unaddressed in previous work. While an expert can qualitatively appraise tissues, these challenges leave researchers without robust, repeatable tools to assess z-line architecture across different labs and experiments. Additionally, the criteria used by experts to evaluate sarcomeric architecture have not been well-defined. We address these challenges by providing metrics that summarize different aspects of z-line architecture that correspond to expert tissue quality assessment and demonstrate their efficacy through an examination of engineered tissues and single cells. In doing so, we have elucidated a mechanism by which highly elongated cardiomyocytes become inefficient at producing force. Unlike previous manual or semi-manual methods, characterization of z-line architecture using the metrics discussed and implemented in this work can quantitatively evaluate engineered tissues and contribute to a robust understanding of the development and mechanics of striated muscles. </p>
",https://datadryad.org/dataset/doi:10.7280/D12Q2X,https://doi.org/doi:10.7280/D12Q2X,en,2020-02-14,2026-03-23T19:57:10.014240+00:00,dryad,35863,API-CALL,qualitative research,dryad,https://datadryad.org
193,Data from: Effects of grasshoppers on prairies: herbivore composition matters more than richness in three grassland ecosystems,"1. Understanding how biodiversity affects ecosystem processes is a key question in ecology.  Previous research has found that increasing plant diversity often enhances many ecosystem processes, but less is known about the role of consumer diversity to ecosystem processes, especially in terrestrial ecosystems.  Furthermore, we do not know how general biodiversity responses are among ecosystem types. 2. We examined the role of insect herbivore (Orthoptera) diversity on plant production using parallel field experiments in three grassland ecosystems (mixed grass prairie, tallgrass prairie, and coastal tallgrass prairie) to determine if the effects of grasshopper diversity were consistent among sites. 3. Using mesocosms, we manipulated Orthopteran species richness (0, 1, 2, 3, or 4 species), functional richness (number of functional feeding groups present; 0, 1, or 2 functional groups), and functional composition (composition of functional groups present; mixed feeders only, grass feeders only, both mixed feeders and grass feeders).  Diversity treatments were maintained throughout the experiment by replacing dead individuals.  Plant biomass was destructively sampled at the end of the experiment. 4. We found no effect of species richness or functional richness on plant biomass.  However, herbivore functional composition was important, and effects were qualitatively similar across sites: the presence of only grass feeding species reduced plant biomass more than either mixed feeding species alone or both groups together.  Orthopterans had consistent effects across a range of abiotic conditions, as well as different plant community and orthopteran community compositions. 5. Our results suggest that functional composition of insect herbivores affects plant communities in grasslands more than herbivore species richness or functional richness, and this pattern was robust among grassland types.",https://datadryad.org/dataset/doi:10.5061/dryad.7k78dg0,https://doi.org/doi:10.5061/dryad.7k78dg0,en,2019-08-09,2026-03-23T19:57:17.145320+00:00,dryad,16790,API-CALL,qualitative research,dryad,https://datadryad.org
194,Data from: Contrasting effects of spatial heterogeneity and environmental stochasticity on population dynamics of a perennial wildflower,"Understanding how variation in growth, survival and reproduction affect population dynamics is a fundamental question in ecology. Although the effects of among-year variation (environmental stochasticity) are well understood, the effects of among-site variation (spatial heterogeneity) are less clearly defined. I evaluated the effects of spatial and temporal variation on the population dynamics of Pulsatilla patens, pasqueflower, a perennial prairie forb. I conducted a 10-year demographic monitoring study, and quantified vital rate variation among sites and years using generalized linear models. I incorporated vital rate functions using this variation into integral projection models for stochastic and spatially heterogeneous environments. I also explored the effects of temporal and spatial autocorrelation, by exploring model predictions over the range of possible values for temporal autocorrelation and local seed dispersal. Vital rates varied more among years than among sites. However, environmental stochasticity and spatial heterogeneity had similar magnitude effects on population dynamics. These effects were also qualitatively different: environmental stochasticity reduced population growth rates relative to the average, whereas spatial heterogeneity increased population growth rates. Spatial autocorrelation and negative temporal autocorrelation led to higher population growth rates, although environmental stochasticity still reduced growth rates for all autocorrelation values, and spatial heterogeneity increased growth rates for all autocorrelation values. Some form of autocorrelation would be necessary for model projections to match observed population trends. Synthesis. Spatial heterogeneity is as important as environmental stochasticity for population dynamics, but it is much less often incorporated into population projection models. This study points to a number of interesting avenues for future research into the roles of spatial heterogeneity and spatiotempor",https://datadryad.org/dataset/doi:10.5061/dryad.30hd0,https://doi.org/doi:10.5061/dryad.30hd0,en,2016-10-13,2026-03-23T19:57:24.261816+00:00,dryad,5219,API-CALL,qualitative research,dryad,https://datadryad.org
195,Repositories for taxonomic data: Where we are and what is missing,"<p>Natural history collections are leading successful large-scale projects of specimen digitization (images, metadata, DNA barcodes), transforming taxonomy into a big data science. Yet, little effort has been directed towards safeguarding and subsequently mobilizing the considerable amount of original data generated during the process of naming 15–20,000 species every year. From the perspective of alpha-taxonomists, we provide a review of the properties and diversity of taxonomic data, assess their volume and use, and establish criteria for optimizing data repositories. We surveyed 4113 alpha-taxonomic studies in representative journals for 2002, 2010, and 2018, and found an increasing yet comparatively limited use of molecular data in species diagnosis and description. In 2018, of the 2661 papers published in specialized taxonomic journals, molecular data were widely used in mycology (94%), regularly in vertebrates (53%), but rarely in botany (15%) and entomology (10%). Images play an important role in taxonomic research on all taxa, with photographs used in &gt;80% and drawings in 58% of the surveyed papers. The use of omics (high-throughput) approaches or 3D documentation is still rare. Improved archiving strategies for metabarcoding consensus reads, genome and transcriptome assemblies, and chemical and metabolomic data could help to mobilize the wealth of high-throughput data for alpha-taxonomy. Because long term <span style=""background:white;"">—</span> ideally perpetual <span style=""background:white;"">—</span> data storage is of particular importance for taxonomy, energy footprint reduction via less storage-demanding formats is a priority if their information content suffices for the purpose of taxonomic studies. Whereas taxonomic assignments are quasi-facts for most biological disciplines, they remain hypotheses pertaining to evolutionary relatedness of individuals for alpha-taxonomy. For this reason, an improved re-use of taxonomic data, including machine-lea",https://datadryad.org/dataset/doi:10.5061/dryad.fj6q573qd,https://doi.org/doi:10.5061/dryad.fj6q573qd,en,2021-06-24,2026-03-23T19:57:26.166881+00:00,dryad,37657,API-CALL,qualitative research,dryad,https://datadryad.org
196,Feasibility and acceptability of a tailored health coaching intervention to improve type 2 diabetes self-management in Saudi Arabia: A mixed-methods randomised feasibility trial,"<p><em>Background:</em> Around a third of the population of Saudi Arabia have been diagnosed with Type 2 diabetes, a condition often requiring lifestyle changes. Personalised health coaching, a strategy developed to assist individuals in overcoming challenges to adopt healthy behaviours, has not yet been widely applied in the country.</p>
<p><em>Aims: </em>We aim to explore the feasibility and acceptability of tailored health coaching in Saudi Arabia, in order to help those with Type 2 diabetes to more effectively manage their condition.</p>
<p><em>Methods:</em> Using a mixed-methods approach, this research involved a randomised controlled trial with 30 Saudi adults who have Type 2 diabetes. They were randomly allocated into either the intervention or control arm for 12 weeks. The Capability, Opportunity, Motivation, and Behaviour framework was used to guide the intervention implementation along with the Behaviour Change Techniques Taxonomy version 1. The primary goal was to assess the suitability and duration of the intervention, recruitment, retention, and completion rates. The secondary outcome focused on the preliminary efficacy of the health coaching measured by the glycaemic index, blood pressure, body mass index, waist circumference, weight, patient self-efficacy, and diabetes self-management.</p>
<p><em>Results:</em> The results showed high rates of eligibility, recruitment, and retention (a screening rate of 90%, a recruiting rate of 79%, and a retention rate of 97%). Notable improvements were observed in the health coaching group across five outcomes: HbA1c, BMI, waist circumference, patient self-efficacy, and diabetes self-care. Qualitative findings highlighted the participants' perceived benefits from the intervention, including enhanced motivation, better understanding of diabetes management, and a supportive coaching relationship. Participants expressed high satisfaction with the intervention and advocated for its expansion.</p>
<p><em>Conclusion:</em>",https://datadryad.org/dataset/doi:10.5061/dryad.x69p8czsk,https://doi.org/doi:10.5061/dryad.x69p8czsk,en,2024-05-14,2026-03-23T19:57:28.682431+00:00,dryad,132229,API-CALL,qualitative research,dryad,https://datadryad.org
197,"Genetic epidemiology of blood type, disease and trait variants, and genome-wide genetic diversity in over 11,000 domestic cats","<p><span lang=""EN-US"">In the largest DNA-based study of domestic cat to date, 11,036 individuals (10,419 pedigreed cats from 91 breeds and breed types and 617 non-pedigreed cats) were genotyped via commercial panel testing, </span><span lang=""EN-US"">elucidating the distribution and frequency of known genetic variants associated with blood type, disease and physical traits across cat breeds. </span><span lang=""EN-US"">Blood group determining variants, which are relevant clinically and in cat breeding, were genotyped to assess the across breed distribution of blood types A, B and AB.</span> <span lang=""EN-US"">Extensive panel testing identified 13 disease-associated variants in 48 breeds or breed types for which the variant had not previously been observed, strengthening the argument for panel testing across populations. The study also indicates that multiple breed clubs have effectively used DNA testing to reduce disease-associated genetic variants within certain pedigreed cat populations. Appearance-associated genetic variation in all cats is also discussed. Additionally, we combined genotypic data with phenotype information and clinical documentation</span><span lang=""EN-US"">, actively conducted owner and veterinarian interviews, and recruited cats for clinical examination</span><span lang=""EN-US""> to investigate the causality of a number of</span><span lang=""EN-US""> tested variants across different breed backgrounds</span><span lang=""EN-US"">. Lastly, genome-wide informative SNP heterozygosity levels were calculated to obtain a comparable measure of the genetic diversity in different cat breeds.</span></p>
<p><span lang=""EN-US"">This study represents the first comprehensive exploration of informative Mendelian variants in felines by screening over 10,000 domestic cats. The results qualitatively contribute to the understanding of feline variant heritage and genetic diversity and demonstrate the clinical utility and importance of such information in supporting breeding ",https://datadryad.org/dataset/doi:10.5061/dryad.gb5mkkwrg,https://doi.org/doi:10.5061/dryad.gb5mkkwrg,en,2022-04-28,2026-03-23T19:57:30.564706+00:00,dryad,84021,API-CALL,qualitative research,dryad,https://datadryad.org
198,The simulation results of  relationship between cementation exponent m and total porosity of different diagenetic facies with different content of  parameters,"<p>The study of conduction mechanism is the key to establishing the subsequent physical derivations, resistivity simulation and saturation models. The purpose of this research is to clarify the conduction mechanisms under different diagenetic facies and build suitable saturation evaluation models. Experimental data of tight gas sandstone from the Ordos Basin were analysed, including data from scanning electron microscopy, conventional core physical property analysis, core casting thin section analysis, core mercury intrusion experiments, and rock electrical conductivity experiments. Accordingly, the diagenetic minerals of the study block were examined, the diagenetic facies were classified by differences in diagenetic properties across the study area. The reservoir was divided into 3 types of diagenetic facies: construction facies, cementation facies, and destruction facies. On this basis, the conductivity characteristics and saturation models of different diagenetic facies within the study area were systematically discussed for the first time. A number of experiments have shown that according to the type of diagenesis, the structure of the pores, and the influence of the reservoir, a classification scheme for diagenetic facies (consisting of construction, cementation, and destruction facies) can be established. According to the influence of the diagenesis of various diagenetic facies, theoretical pore structure models of the three diagenetic facies were established, in which the construction facies includes mainly dissolved feldspar pores and intergranular pores, the destruction facies includes clay residual intergranular pores and intergranular pores, and the cementation facies includes primarily residual intergranular pores. Based on these theoretical pore structure models, the construction facies was evaluated with a pore-connected vuggy conductivity model, the destruction facies was evaluated with a nonconnected matrix pore conductivity model, and the cementati",https://datadryad.org/dataset/doi:10.5061/dryad.1g1jwstz2,https://doi.org/doi:10.5061/dryad.1g1jwstz2,en,2022-02-16,2026-03-23T19:57:32.148321+00:00,dryad,80090,API-CALL,qualitative research,dryad,https://datadryad.org
199,All data for: Megaherbivore impacts on ecosystem and Earth system functioning: The current state of the science,"<p>Megaherbivores (adult body mass &gt;1000 kg) are suggested to disproportionately shape ecosystem and Earth system functioning. We systematically reviewed the empirical basis for this general thesis and for the more specific hypotheses that (i) megaherbivores have disproportionately larger effects on Earth system functioning than their smaller counterparts, (ii) this is true for all extant megaherbivore species and (iii) their effects vary along environmental gradients. We furthermore explored possible biases in our understanding of megaherbivore impacts. We found that there are too few studies to quantitatively evaluate the general thesis or any of the hypotheses for all but the African savanna elephant. Following this finding, we performed a qualitative vote counting analysis. Our synthesis of this analysis suggests that megaherbivores can elicit strong impacts on e.g. vegetation structure, and biodiversity and all the elephant species promote seed dispersal. We were however unable to evaluate whether these effects are disproportionate to smaller large herbivores. Although environmental conditions can mediate megaherbivore impact, few studies quantified the effect of rainfall or soil fertility on megaherbivore impacts, precluding prediction of megaherbivore effects on the Earth system, particularly under future climates. Moreover, our review highlights major taxonomic, thematic and geographic biases in our understanding of megaherbivore effects. Most of the studies focused on African savanna elephant impacts on vegetation structure and biodiversity, with other megaherbivores and Earth system functions comparatively neglected. Studies were also biased towards semi-arid and relatively fertile systems, with the arid, high-rainfall and/or nutrient-poor parts of the megaherbivores’ distribution ranges largely unrepresented. Our findings highlight that the empirical basis of our understanding of the ecological effects of extant megaherbivores is still limited for all ",https://datadryad.org/dataset/doi:10.5061/dryad.2z34tmpn4,https://doi.org/doi:10.5061/dryad.2z34tmpn4,en,2021-08-04,2026-03-23T19:57:34.054059+00:00,dryad,73747,API-CALL,qualitative research,dryad,https://datadryad.org
200,Erectile Dysfunction and Penile Rehabilitation after Pelvic Fracture – a Systematic Review and Meta-Analysis,"<p style=""text-align:justify;""><b>Objective </b></p>

<p style=""text-align:justify;"">To investigate the rate of erectile dysfunction (ED) after pelvic ring fracture (PRF).</p>

<p style=""text-align:justify;""><b>Design</b></p>

<p style=""text-align:justify;"">Systematic review, and meta-analysis.</p>

<p style=""text-align:justify;""><b>Methods</b></p>

<p style=""text-align:justify;"">A systematic literature search of the Cochrane, EMBASE, MEDLINE, Scopus and Web of Science Library databases was conducted in January 2020. Included were original studies performed on humans assessing ED after PRF according the 5-item International Index of Erectile Function (IIEF-5) questionnaire and fracture classification following Young &amp; Burgess, Tile or AO/OTA (Arbeitsgemeinschaft für Osteosynthesefragen / Orthopedic Trauma Association). Further, interventional cohort studies assessing the effect of penile rehabilitation therapy with phosphodiesterase-5-inhibitors (PDE-5-I) on IIEF-5 scores compared before and after treatment were included. Results were presented as forest plots of proportions of patients with ED after PRF or mean changes on IIEF-5 questionnaires before and after penile rehabilitation. Studies not included in the quantitative analysis were narratively summarized. Risk of bias assessment was conducted using the revised tool for the Quality Assessment on Diagnostic Accuracy studies (QUADAS-2).</p>

<p style=""text-align:justify;""><b>Results</b></p>

<p style=""text-align:justify;"">The systematic literature search retrieved 617 articles. Seven articles were included in the qualitative analysis and the meta-analysis. Pooled proportions revealed 37% of patients with ED after suffering any form of PRF (result on probability scale pr = 0.37, 95% CI: 0.26 to 0.50). Patients after 3 months of penile rehabilitation therapy reported a higher IIEF-5 score than before (change score [CS] = 6.5 points, 95% CI: 2.54 to 10.46, p-value = 0.0013).</p>

<p style=""text-a",https://datadryad.org/dataset/doi:10.5061/dryad.mpg4f4r06,https://doi.org/doi:10.5061/dryad.mpg4f4r06,en,2021-05-13,2026-03-23T19:57:41.133641+00:00,dryad,69018,API-CALL,qualitative research,dryad,https://datadryad.org
201,Data from: Combination phosphodiesterase type 4 inhibitor and phosphodiesterase type 5 inhibitor treatment reduces non-voiding contraction in a rat model of overactive bladder,"Introduction: Current treatments for overactive bladder (OAB) are often discontinued due to side effects or lack of efficacy. The goal of this study was to determine if combining a phosphodiesterase type 4 inhibitor (PDE4i); with a type 5 inhibitor (PDE5i); would have a beneficial effect on OAB symptoms and if a reduced dose of PDE4i in combination with PDE5i could also provide a beneficial effect in OAB. We hypothesized that PDE5i and PDE4i combination treatment could be utilized to reduce non-voiding contractions and smooth muscle disruption in a rat model of OAB.

Methods: Fifty-eight age-matched Sprague-Dawley rats underwent PBOO and daily gavage with PDE4i alone (roflumilast; 1mg/kg), PDE5i alone (tadalafil;10mg/kg), high dose combination (PDE4i 1mg/kg, PDE5i 10mg/kg), low dose combination (PDE4i 0.2mg/kg, PDE5i 10mg/kg), or vehicle for 28 days. Fourteen animals underwent sham PBOO with vehicle. Rats underwent conscious and anesthetized cystometry 28 days after PBOO and were euthanized for qualitative bladder histology. One-way ANOVA on ranks with a Dunn’s post hoc test was used to indicate statistically significant differences between groups (p<0.05).

Results: Bladder & urethral weight was significantly increased after PBOO with vehicle, PDE4i alone, and PDE5i alone, but not with either combination treatment. Frequency of non-voiding contractions during both conscious and anesthetized cystometry increased significantly after PBOO with vehicle, but not after PDE4i or high dose combination treatments compared to sham PBOO. Threshold pressure for voiding was significantly decreased with high dose combination compared to vehicle. PBOO treated with PDE4i alone or high dose combination showed less bladder smooth muscle fibrosis than vehicle, PDE5i alone, or low dose combination treatments.

Conclusion: A PDE4i and PDE5i combination treatment has potential benefit in reducing OAB symptoms, but future research is needed.",https://datadryad.org/dataset/doi:10.5061/dryad.q7n55m2,https://doi.org/doi:10.5061/dryad.q7n55m2,en,2019-08-30,2026-03-23T19:57:43.986421+00:00,dryad,28551,API-CALL,qualitative research,dryad,https://datadryad.org
